,Date,City,Longitude,Latitude,Temp,Low Temp,High Temp,Wind Speed
15,5/12/2022 10:32,Denver,-104.9847,39.7392,60.75,52.7,70.47,3
16,5/12/2022 10:33,Denver,-104.9847,39.7392,60.75,52.7,70.47,3
17,5/12/2022 10:33,Denver,-104.9847,39.7392,60.75,52.7,70.47,3
18,5/12/2022 10:33,Denver,-104.9847,39.7392,60.75,52.7,70.47,3
19,5/12/2022 10:33,Denver,-104.9847,39.7392,60.75,52.7,70.47,3
